# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
223 0.00 111.00 130.00 9.05 -7.30
223 1.00 175.00 nan 9.68 -6.17
224 nan nan nan nan nan
225 nan nan nan nan nan
226 0.00 145.00 nan 9.48 -5.91
227 nan nan nan nan nan
228 nan nan nan nan nan
229 0.00 128.00 nan 10.13 -1.70
230 0.00 175.00 nan 5.38 -9.20
231 0.00 168.00 nan 7.34 -5.65
232 nan nan nan nan nan
233 0.00 125.00 nan 7.46 -8.39
234 nan nan nan nan nan
235 0.00 121.00 nan 5.17 -9.82
236 0.00 227.00 284.00 8.22 -7.00
236 1.00 145.00 294.00 10.93 -1.87
236 2.00 153.00 87.00 8.29 -6.73
236 3.00 138.00 1087.00 3.92 -11.21
236 4.00 107.00 188.00 8.71 -4.33
236 5.00 159.00 574.00 7.70 -8.42
236 6.00 311.00 5.00 7.39 -7.40
236 7.00 135.00 nan 7.40 -7.49
237 0.00 190.00 53.00 8.96 -6.07
237 1.00 122.00 nan 10.72 2.06
238 nan nan nan nan nan
239 nan nan nan nan nan
240 0.00 107.00 nan 9.91 -4.18
241 0.00 144.00 108.00 -3.58 -9.11
241 1.00 146.00 246.00 -2.50 9.50
241 2.00 281.00 nan 9.72 -5.21
242 0.00 132.00 106.00 0.06 -0.47
242 1.00 150.00 65.00 -5.28 -7.47
242 2.00 137.00 nan 9.40 -5.33
243 0.00 172.00 56.00 -0.16 -0.55
243 1.00 135.00 171.00 -8.02 -6.47
243 2.00 150.00 399.00 7.51 -8.81
243 3.00 126.00 62.00 -0.76 -2.55
243 4.00 204.00 66.00 6.16 -8.21
243 5.00 132.00 nan -7.51 -6.43
244 0.00 167.00 61.00 -0.24 -0.85
244 1.00 113.00 267.00 -6.21 -6.60
244 2.00 153.00 171.00 6.33 -8.84
244 3.00 145.00 181.00 1.04 9.55
244 4.00 158.00 nan -8.05 1.81
245 0.00 104.00 121.00 -0.12 -0.40
245 1.00 152.00 51.00 -7.36 -5.28
245 2.00 153.00 53.00 -3.91 -8.73
245 3.00 122.00 67.00 0.42 -9.51
245 4.00 135.00 40.00 6.62 -7.52
245 5.00 125.00 172.00 8.54 -5.56
245 6.00 116.00 30.00 4.74 9.33
245 7.00 130.00 47.00 5.92 8.74
245 8.00 118.00 100.00 9.54 4.78
245 9.00 131.00 29.00 9.43 3.96
245 10.00 265.00 165.00 8.84 4.29
245 11.00 203.00 163.00 5.77 8.35
245 12.00 381.00 nan 9.40 4.93
246 0.00 107.00 68.00 10.15 1.27
246 1.00 141.00 97.00 2.54 -9.38
246 2.00 131.00 68.00 -1.80 11.03
246 3.00 105.00 nan -9.64 -3.46
247 0.00 117.00 446.00 -0.16 -0.64
247 1.00 126.00 106.00 6.59 -7.09
247 2.00 140.00 nan -0.92 10.12
248 nan nan nan nan nan
249 0.00 118.00 97.00 -4.24 -7.73
249 1.00 152.00 62.00 -3.84 9.66
249 2.00 272.00 398.00 4.56 9.15
249 3.00 141.00 105.00 -7.67 -5.21
249 4.00 157.00 67.00 10.50 -0.18
249 5.00 373.00 nan 9.68 3.47
250 0.00 152.00 94.00 3.00 -8.91
250 1.00 110.00 nan 9.95 2.94
251 0.00 133.00 82.00 -0.25 -0.71
251 1.00 134.00 237.00 -7.61 -3.97
251 2.00 126.00 228.00 4.54 -9.11
251 3.00 188.00 nan 10.24 1.87
252 0.00 123.00 162.00 9.88 -1.47
252 1.00 137.00 71.00 7.39 6.65
252 2.00 139.00 102.00 0.14 11.43
252 3.00 102.00 82.00 -7.02 5.75
252 4.00 333.00 19.00 -9.31 -1.42
252 5.00 202.00 11.00 -9.25 -1.45
252 6.00 457.00 nan -8.94 -1.36
253 0.00 151.00 57.00 -0.03 -0.28
253 1.00 144.00 45.00 -7.67 -4.06
253 2.00 150.00 52.00 -6.42 -7.69
253 3.00 142.00 130.00 -1.08 -9.03
253 4.00 213.00 26.00 3.27 -9.38
253 5.00 132.00 418.00 3.34 -9.60
253 6.00 190.00 59.00 3.17 -9.82
253 7.00 229.00 nan 7.32 -7.49
254 0.00 186.00 63.00 2.16 -9.56
254 1.00 157.00 nan -6.50 -7.46
255 0.00 149.00 61.00 -0.70 -0.28
255 1.00 163.00 68.00 -8.50 -5.19
255 2.00 151.00 84.00 6.13 -8.51
255 3.00 151.00 248.00 8.22 6.91
255 4.00 280.00 nan 8.72 6.07
256 0.00 211.00 52.00 -6.10 -5.89
256 1.00 104.00 18.00 0.11 -9.51
256 2.00 218.00 222.00 0.09 -9.53
256 3.00 127.00 210.00 7.30 -7.35
256 4.00 112.00 330.00 1.75 9.73
256 5.00 204.00 nan -9.21 1.34
257 0.00 128.00 89.00 -0.08 -8.81
257 1.00 149.00 490.00 -7.54 -6.91
257 2.00 216.00 182.00 8.48 3.80
257 3.00 143.00 40.00 10.17 -0.80
257 4.00 123.00 141.00 9.91 -4.32
257 5.00 143.00 34.00 3.79 10.94
257 6.00 147.00 53.00 3.87 9.50
257 7.00 226.00 nan -0.37 9.73
258 0.00 109.00 130.00 -0.43 -0.39
258 1.00 185.00 90.00 -1.94 -8.61
258 2.00 140.00 182.00 -9.61 -3.17
258 3.00 133.00 60.00 5.65 8.62
258 4.00 210.00 149.00 10.40 3.01
258 5.00 225.00 nan 9.12 -4.98
259 0.00 163.00 823.00 0.37 -0.15
259 1.00 120.00 405.00 1.41 10.70
259 2.00 166.00 192.00 -0.19 -9.09
259 3.00 135.00 nan -8.29 -0.34
260 0.00 108.00 61.00 0.41 -0.29
260 1.00 122.00 133.00 -6.11 -4.82
260 2.00 125.00 82.00 -1.41 -8.32
260 3.00 214.00 286.00 9.46 -1.16
260 4.00 158.00 62.00 -6.41 6.30
260 5.00 330.00 264.00 7.53 7.48
260 6.00 120.00 267.00 -8.80 1.81
260 7.00 143.00 140.00 3.89 -9.50
260 8.00 354.00 nan 11.09 2.66
261 0.00 110.00 116.00 -0.21 -0.16
261 1.00 161.00 524.00 -7.26 -4.67
261 2.00 249.00 893.00 5.84 -8.99
261 3.00 132.00 55.00 -6.19 -5.40
261 4.00 106.00 267.00 -1.08 -9.55
261 5.00 120.00 nan -7.34 -5.28
262 0.00 138.00 64.00 0.33 -0.16
262 1.00 113.00 56.00 -7.17 -1.73
262 2.00 165.00 428.00 1.78 -9.50
262 3.00 185.00 78.00 0.27 9.43
262 4.00 203.00 29.00 1.77 -8.58
262 5.00 140.00 5.00 1.67 -9.69
262 6.00 125.00 103.00 1.75 -9.61
262 7.00 106.00 17.00 1.55 -10.33
262 8.00 235.00 213.00 1.62 -10.19
262 9.00 137.00 302.00 10.01 0.62
262 10.00 123.00 17.00 -8.56 -0.92
262 11.00 137.00 353.00 -8.47 -0.95
262 12.00 224.00 nan 1.14 -10.03
263 0.00 202.00 1046.00 8.89 -3.16
263 1.00 120.00 206.00 9.99 -1.36
263 2.00 110.00 nan 8.85 -6.37
264 0.00 130.00 1004.00 1.56 -8.41
264 1.00 172.00 54.00 3.96 9.14
264 2.00 172.00 295.00 9.87 3.88
264 3.00 220.00 nan 3.80 -9.32
265 0.00 143.00 466.00 0.15 -0.71
265 1.00 268.00 42.00 1.46 -9.33
265 2.00 217.00 nan 5.45 -9.13
266 0.00 115.00 77.00 8.70 -3.54
266 1.00 143.00 nan -8.28 -3.35
267 0.00 116.00 72.00 -6.94 -4.19
267 1.00 117.00 271.00 -6.42 -7.04
267 2.00 137.00 696.00 8.21 -6.60
267 3.00 143.00 62.00 8.37 7.23
267 4.00 178.00 402.00 11.50 0.80
267 5.00 162.00 nan -9.53 -1.19
268 0.00 217.00 450.00 3.67 -9.38
268 1.00 153.00 76.00 1.17 9.77
268 2.00 183.00 122.00 -5.53 6.84
268 3.00 122.00 nan -8.19 3.21
269 0.00 135.00 54.00 0.29 -0.12
269 1.00 102.00 381.00 -4.31 -3.47
269 2.00 105.00 111.00 -8.09 0.91
269 3.00 108.00 467.00 10.62 -2.21
269 4.00 180.00 469.00 0.08 -9.04
269 5.00 358.00 576.00 3.13 9.21
269 6.00 130.00 nan -8.96 0.95
270 0.00 166.00 683.00 6.22 -8.85
270 1.00 137.00 119.00 -3.25 9.08
270 2.00 144.00 1.00 5.54 -9.32
270 3.00 210.00 265.00 5.54 -9.49
270 4.00 543.00 264.00 9.87 3.81
270 5.00 124.00 nan -7.13 -5.96
271 0.00 149.00 456.00 0.16 -0.52
271 1.00 140.00 40.00 7.90 -6.42
271 2.00 119.00 212.00 9.39 -4.93
271 3.00 102.00 nan 3.57 9.12
272 0.00 130.00 53.00 -7.45 -4.31
272 1.00 169.00 344.00 -4.53 -8.40
272 2.00 109.00 52.00 8.17 -5.64
272 3.00 138.00 45.00 10.66 -0.65
272 4.00 244.00 6.00 9.86 4.44
272 5.00 211.00 105.00 10.04 4.61
272 6.00 240.00 116.00 6.91 6.89
272 7.00 135.00 nan 9.80 3.45
273 0.00 113.00 569.00 -5.84 -5.15
273 1.00 173.00 130.00 -0.85 -9.58
273 2.00 209.00 nan 4.39 -9.62
274 0.00 204.00 71.00 -0.25 -9.21
274 1.00 121.00 93.00 6.90 -0.78
274 2.00 267.00 80.00 10.06 -0.14
274 3.00 209.00 nan 9.10 -5.47
275 0.00 111.00 966.00 9.63 -0.80
275 1.00 157.00 nan -9.18 0.67
276 0.00 107.00 359.00 0.01 -0.76
276 1.00 167.00 96.00 -5.91 -7.62
276 2.00 163.00 10.00 -6.53 -7.60
276 3.00 140.00 57.00 -6.52 -7.44
276 4.00 200.00 54.00 -9.29 -3.09
276 5.00 116.00 nan -9.29 1.53
277 0.00 141.00 120.00 -0.26 -0.95
277 1.00 264.00 668.00 -8.63 -3.85
277 2.00 235.00 nan 3.83 -9.68
278 0.00 109.00 74.00 -0.41 -0.70
278 1.00 108.00 42.00 -9.09 -1.89
278 2.00 176.00 51.00 -8.55 -5.49
278 3.00 166.00 50.00 -9.45 0.49
278 4.00 125.00 433.00 -8.65 3.23
278 5.00 104.00 nan -9.37 2.62
279 0.00 249.00 937.00 -8.91 -2.44
279 1.00 159.00 45.00 -2.30 10.39
279 2.00 160.00 nan -2.45 9.28
280 0.00 179.00 575.00 -0.27 -0.47
280 1.00 327.00 183.00 3.34 -9.60
280 2.00 374.00 61.00 8.48 -5.99
280 3.00 181.00 72.00 3.16 -10.35
280 4.00 101.00 nan -5.34 -8.57
281 0.00 102.00 127.00 -0.28 -0.58
281 1.00 126.00 323.00 -4.49 -7.49
281 2.00 339.00 1000.00 7.62 -6.67
281 3.00 116.00 164.00 7.27 7.12
281 4.00 106.00 nan 10.61 1.08
282 0.00 104.00 297.00 4.44 -9.19
282 1.00 162.00 63.00 -3.03 9.85
282 2.00 173.00 nan 9.98 4.38
283 0.00 153.00 69.00 -3.63 8.92
283 1.00 114.00 67.00 4.70 8.69
283 2.00 145.00 118.00 9.68 2.54
283 3.00 121.00 274.00 4.77 -9.01
283 4.00 148.00 91.00 -8.47 -5.02
283 5.00 133.00 375.00 8.40 -4.82
283 6.00 190.00 nan 9.46 -4.35
284 0.00 177.00 248.00 -0.24 -0.78
284 1.00 125.00 443.00 -7.81 -6.70
284 2.00 132.00 632.00 6.05 -8.69
284 3.00 183.00 45.00 4.21 9.74
284 4.00 132.00 122.00 8.62 6.26
284 5.00 109.00 69.00 -9.43 3.52
284 6.00 213.00 78.00 9.81 2.52
284 7.00 146.00 98.00 8.62 -3.59
284 8.00 477.00 14.00 5.47 -8.71
284 9.00 176.00 nan 5.60 -8.63
285 0.00 112.00 61.00 -0.83 0.94
285 1.00 249.00 249.00 -9.74 0.55
285 2.00 144.00 40.00 -3.04 9.28
285 3.00 179.00 56.00 1.89 10.06
285 4.00 164.00 64.00 6.81 6.92
285 5.00 160.00 55.00 9.70 2.40
285 6.00 114.00 51.00 9.28 -3.36
285 7.00 116.00 nan 6.31 -7.72
286 0.00 127.00 786.00 -0.66 -1.13
286 1.00 139.00 95.00 4.01 11.29
286 2.00 109.00 105.00 11.70 -1.87
286 3.00 212.00 nan 9.93 -2.86
287 0.00 162.00 81.00 8.23 -4.78
287 1.00 179.00 109.00 5.72 8.25
287 2.00 157.00 154.00 -7.28 3.92
287 3.00 224.00 64.00 8.69 -6.92
287 4.00 139.00 nan -3.07 -7.63
288 0.00 195.00 80.00 4.54 -10.59
288 1.00 115.00 130.00 -7.47 -4.07
288 2.00 182.00 172.00 0.26 8.21
288 3.00 167.00 99.00 10.67 3.62
288 4.00 229.00 74.00 3.99 -9.02
288 5.00 125.00 63.00 -4.20 -6.79
288 6.00 140.00 202.00 -8.65 -3.47
288 7.00 331.00 164.00 3.88 -9.76
288 8.00 133.00 314.00 10.48 3.05
288 9.00 187.00 20.00 -2.30 8.84
288 10.00 124.00 72.00 -2.34 8.90
288 11.00 110.00 397.00 -2.11 9.02
288 12.00 275.00 nan 10.87 2.06
289 0.00 183.00 58.00 -0.43 -0.59
289 1.00 143.00 43.00 -7.90 -3.65
289 2.00 141.00 332.00 -7.00 -6.94
289 3.00 113.00 123.00 1.61 -9.49
289 4.00 153.00 74.00 6.39 -8.14
289 5.00 137.00 250.00 9.62 -3.71
289 6.00 158.00 57.00 -0.78 9.88
289 7.00 203.00 67.00 8.29 5.24
289 8.00 128.00 73.00 10.94 0.81
289 9.00 138.00 388.00 -6.97 5.55
289 10.00 188.00 50.00 -8.74 3.35
289 11.00 162.00 115.00 -9.19 -1.73
289 12.00 177.00 268.00 -8.85 2.38
289 13.00 192.00 67.00 2.89 -9.02
289 14.00 392.00 139.00 9.88 -4.18
289 15.00 174.00 193.00 4.66 10.50
289 16.00 193.00 241.00 -0.26 10.21
289 17.00 225.00 53.00 8.59 6.65
289 18.00 105.00 342.00 11.26 -0.53
289 19.00 148.00 nan -2.12 -8.30
290 0.00 123.00 372.00 -0.17 -0.70
290 1.00 230.00 681.00 -6.33 -7.59
290 2.00 113.00 76.00 2.98 9.39
290 3.00 192.00 44.00 10.12 2.61
290 4.00 162.00 50.00 10.20 -2.63
290 5.00 149.00 51.00 6.94 -7.67
290 6.00 106.00 142.00 3.16 -9.59
290 7.00 124.00 nan -8.46 6.73
291 0.00 161.00 327.00 -0.25 -1.09
291 1.00 168.00 97.00 2.54 -10.93
291 2.00 101.00 210.00 11.26 1.43
291 3.00 148.00 nan -0.21 10.52
292 0.00 150.00 61.00 0.19 -0.72
292 1.00 139.00 301.00 -7.56 0.67
292 2.00 156.00 85.00 10.29 -3.15
292 3.00 195.00 66.00 3.43 8.30
292 4.00 133.00 nan 9.97 -3.33
293 0.00 147.00 66.00 0.24 -0.47
293 1.00 136.00 737.00 9.64 -3.82
293 2.00 134.00 nan 3.93 9.65
294 0.00 150.00 716.00 -8.65 -2.65
294 1.00 281.00 48.00 9.18 5.46
294 2.00 177.00 443.00 4.95 8.79
294 3.00 253.00 7.00 5.02 -8.84
294 4.00 209.00 64.00 5.39 -8.94
294 5.00 254.00 nan 1.62 -9.67
295 0.00 101.00 104.00 -0.14 -0.65
295 1.00 117.00 332.00 -8.66 -0.89
295 2.00 157.00 252.00 10.42 -1.63
295 3.00 189.00 176.00 0.85 9.09
295 4.00 175.00 nan 0.26 -9.11
296 nan nan nan nan nan
297 0.00 114.00 58.00 -0.37 -0.48
297 1.00 128.00 720.00 -9.48 0.86
297 2.00 135.00 71.00 4.65 -9.10
297 3.00 119.00 61.00 9.73 -3.14
297 4.00 537.00 5.00 9.21 3.90
297 5.00 303.00 13.00 9.21 3.99
297 6.00 125.00 nan 8.91 3.96
298 0.00 140.00 121.00 -9.00 -1.37
298 1.00 102.00 442.00 -4.05 7.22
298 2.00 146.00 nan 10.21 4.09
299 0.00 116.00 173.00 0.16 -0.52
299 1.00 112.00 275.00 -6.45 -1.53
299 2.00 128.00 150.00 8.06 -7.40
299 3.00 106.00 71.00 7.87 -7.38
299 4.00 158.00 nan -5.96 -8.02
300 0.00 128.00 336.00 -5.52 -7.50
300 1.00 121.00 nan 6.40 8.61
301 0.00 150.00 56.00 -0.85 -0.29
301 1.00 106.00 39.00 -8.48 -4.08
301 2.00 169.00 730.00 -7.52 -7.38
301 3.00 106.00 71.00 10.68 -0.82
301 4.00 221.00 nan 6.90 -7.40
302 0.00 114.00 nan -5.84 -8.22
303 0.00 127.00 77.00 -0.42 0.02
303 1.00 124.00 150.00 -8.10 -2.43
303 2.00 104.00 nan -9.37 -1.44
304 0.00 127.00 192.00 10.42 -2.65
304 1.00 105.00 83.00 3.20 8.91
304 2.00 148.00 185.00 10.60 -2.14
304 3.00 111.00 352.00 -1.98 -8.94
304 4.00 145.00 nan 9.37 -2.13
305 0.00 108.00 64.00 -0.19 -0.56
305 1.00 166.00 110.00 -8.88 -0.54
305 2.00 220.00 318.00 -8.11 -6.02
305 3.00 144.00 77.00 10.23 -2.53
305 4.00 156.00 120.00 2.00 9.79
305 5.00 351.00 nan 10.57 -1.38
306 nan nan nan nan nan
307 0.00 164.00 396.00 -0.38 -0.49
307 1.00 127.00 118.00 -7.07 -6.78
307 2.00 123.00 333.00 -9.33 -0.06
307 3.00 181.00 204.00 7.68 6.40
307 4.00 126.00 nan 6.34 -7.70
308 0.00 115.00 nan -8.48 -2.66
309 0.00 102.00 559.00 -8.28 3.57
309 1.00 166.00 63.00 4.89 7.96
309 2.00 196.00 nan 9.23 -4.59
310 0.00 123.00 1026.00 -0.76 -0.71
310 1.00 113.00 nan 8.75 -5.20
311 0.00 178.00 428.00 -8.54 -0.10
311 1.00 140.00 96.00 -3.62 8.81
311 2.00 151.00 244.00 8.81 -0.03
311 3.00 144.00 48.00 6.83 -6.79
311 4.00 158.00 53.00 3.29 -9.55
311 5.00 200.00 170.00 -1.25 -9.22
311 6.00 107.00 112.00 -7.20 -7.15
311 7.00 212.00 nan 3.04 10.59
312 0.00 144.00 402.00 -0.45 -0.15
312 1.00 101.00 86.00 -5.36 -6.02
312 2.00 231.00 273.00 8.91 -5.87
312 3.00 210.00 61.00 6.67 7.82
312 4.00 156.00 141.00 -0.91 3.40
312 5.00 143.00 nan 6.02 8.06
313 0.00 103.00 97.00 -8.81 1.84
313 1.00 117.00 309.00 2.54 7.78
313 2.00 285.00 nan -2.75 -9.53
314 0.00 149.00 269.00 -0.25 -0.90
314 1.00 193.00 635.00 -6.39 -7.69
314 2.00 123.00 69.00 0.71 9.78
314 3.00 102.00 96.00 10.87 2.20
314 4.00 210.00 66.00 9.78 2.22
314 5.00 145.00 nan 7.33 6.81
315 0.00 111.00 nan 1.40 11.18
316 0.00 122.00 108.00 -0.26 -0.23
316 1.00 108.00 348.00 -8.12 -3.00
316 2.00 169.00 58.00 -3.67 9.48
316 3.00 156.00 82.00 3.91 10.11
316 4.00 113.00 57.00 7.16 7.82
316 5.00 135.00 267.00 10.71 1.40
316 6.00 249.00 254.00 6.63 -8.15
316 7.00 164.00 40.00 -0.09 -8.50
316 8.00 182.00 nan 3.39 -9.73
317 nan nan nan nan nan
318 nan nan nan nan nan
319 0.00 138.00 59.00 9.81 3.64
319 1.00 124.00 93.00 9.08 -3.79
319 2.00 209.00 41.00 4.48 -8.34
319 3.00 111.00 nan 7.79 -6.19
320 0.00 101.00 74.00 0.98 -0.27
320 1.00 103.00 109.00 -9.22 -0.01
320 2.00 115.00 295.00 -9.27 -3.20
320 3.00 152.00 56.00 4.22 -9.26
320 4.00 129.00 69.00 9.33 -4.54
320 5.00 109.00 87.00 9.45 5.14
320 6.00 272.00 35.00 4.56 9.13
320 7.00 143.00 nan 3.83 8.45
321 0.00 190.00 73.00 2.22 -9.48
321 1.00 118.00 425.00 10.37 -0.34
321 2.00 180.00 615.00 3.14 -9.59
321 3.00 287.00 nan 8.79 0.52
322 0.00 153.00 424.00 0.75 -9.28
322 1.00 103.00 82.00 1.04 -9.08
322 2.00 132.00 nan 1.33 -9.28
323 0.00 109.00 178.00 -4.28 -8.46
323 1.00 180.00 nan 5.26 9.86
324 0.00 124.00 70.00 -0.41 -0.57
324 1.00 113.00 249.00 -7.81 -4.04
324 2.00 132.00 132.00 2.18 -9.24
324 3.00 163.00 96.00 8.15 -5.91
324 4.00 135.00 139.00 6.28 6.42
324 5.00 125.00 67.00 -0.45 9.43
324 6.00 128.00 337.00 -7.22 5.30
324 7.00 106.00 nan 6.65 6.91
325 0.00 117.00 73.00 -4.65 -8.13
325 1.00 120.00 62.00 0.42 -9.52
325 2.00 137.00 357.00 9.92 -3.44
325 3.00 125.00 nan 10.62 -1.30
326 0.00 125.00 501.00 2.38 9.08
326 1.00 114.00 174.00 -0.73 -8.98
326 2.00 191.00 nan 2.75 -9.84
327 0.00 155.00 94.00 5.21 -7.88
327 1.00 177.00 96.00 0.07 8.58
327 2.00 228.00 nan 7.27 7.23
328 0.00 156.00 406.00 3.60 -9.94
328 1.00 140.00 465.00 5.36 7.95
328 2.00 208.00 349.00 6.14 7.87
328 3.00 113.00 61.00 5.21 8.41
328 4.00 174.00 nan 6.34 8.05
329 0.00 125.00 25.00 6.25 -9.02
329 1.00 108.00 33.00 6.27 -9.03
329 2.00 157.00 102.00 5.69 -10.04
329 3.00 130.00 292.00 -0.87 -9.87
329 4.00 101.00 nan 9.32 -5.03
330 0.00 103.00 737.00 3.58 -5.25
330 1.00 164.00 nan 10.55 -2.56
331 nan nan nan nan nan
332 0.00 153.00 422.00 2.51 -9.15
332 1.00 119.00 107.00 1.26 12.24
332 2.00 121.00 181.00 9.49 1.79
332 3.00 239.00 184.00 -0.33 10.68
332 4.00 116.00 nan -0.43 9.73
333 0.00 145.00 500.00 3.36 -9.68
333 1.00 214.00 775.00 10.92 1.07
333 2.00 109.00 191.00 -9.08 -2.18
333 3.00 166.00 220.00 2.20 -10.46
333 4.00 140.00 nan 2.20 -10.35
334 0.00 169.00 536.00 4.39 -9.46
334 1.00 107.00 93.00 2.37 9.41
334 2.00 103.00 306.00 -6.04 6.04
334 3.00 156.00 nan 11.27 -2.62
335 0.00 144.00 nan 0.31 -0.74
336 0.00 147.00 619.00 0.96 -9.05
336 1.00 139.00 nan 1.38 9.81
337 0.00 111.00 366.00 5.40 -8.72
337 1.00 113.00 321.00 8.13 5.32
337 2.00 216.00 nan -3.50 8.83
338 0.00 156.00 1.00 5.52 -9.23
338 1.00 188.00 nan 5.60 -9.10
339 0.00 118.00 nan 0.25 -9.70
340 nan nan nan nan nan
341 0.00 156.00 nan 9.68 -4.59
342 0.00 153.00 285.00 0.27 -0.52
342 1.00 106.00 690.00 2.72 -9.45
342 2.00 134.00 308.00 6.58 8.39
342 3.00 165.00 103.00 8.71 -6.25
342 4.00 111.00 539.00 2.83 -9.63
342 5.00 183.00 nan 8.95 -6.54
343 nan nan nan nan nan
344 0.00 135.00 nan 1.73 -9.33
345 0.00 126.00 224.00 10.65 0.40
345 1.00 103.00 nan 10.62 -4.11
346 0.00 158.00 551.00 2.49 -9.24
346 1.00 188.00 14.00 9.61 4.80
346 2.00 136.00 68.00 9.69 4.83
346 3.00 276.00 64.00 6.20 7.73
346 4.00 194.00 370.00 9.78 4.39
346 5.00 104.00 nan 6.44 7.80
347 nan nan nan nan nan
348 0.00 136.00 44.00 6.43 -8.81
348 1.00 169.00 251.00 3.41 -9.76
348 2.00 111.00 47.00 2.49 9.56
348 3.00 125.00 809.00 -1.93 9.58
348 4.00 113.00 262.00 8.99 -1.21
348 5.00 140.00 nan 6.68 6.79
349 nan nan nan nan nan
350 0.00 164.00 52.00 -0.10 -0.56
350 1.00 102.00 60.00 3.72 -7.77
350 2.00 152.00 83.00 -5.73 -8.44
350 3.00 138.00 65.00 -7.53 3.74
350 4.00 125.00 72.00 5.81 6.97
350 5.00 223.00 nan 9.88 -6.94
351 0.00 148.00 227.00 0.27 -0.80
351 1.00 146.00 77.00 -5.25 -8.23
351 2.00 136.00 56.00 3.03 -10.38
351 3.00 150.00 190.00 9.09 -6.11
351 4.00 105.00 57.00 4.99 8.11
351 5.00 115.00 93.00 -0.51 8.96
351 6.00 123.00 nan -6.75 5.07
352 0.00 157.00 59.00 -0.27 -0.76
352 1.00 140.00 34.00 -8.34 -1.93
352 2.00 114.00 118.00 -9.03 -3.42
352 3.00 137.00 18.00 4.31 -8.54
352 4.00 188.00 56.00 4.26 -8.65
352 5.00 150.00 45.00 -1.74 -9.88
352 6.00 253.00 nan 2.94 -10.35
353 0.00 122.00 88.00 0.43 -0.95
353 1.00 183.00 61.00 -6.23 -7.28
353 2.00 420.00 77.00 7.20 -7.72
353 3.00 138.00 598.00 8.21 5.46
353 4.00 269.00 nan 7.55 -7.04
354 0.00 107.00 91.00 0.04 -0.29
354 1.00 102.00 45.00 -4.84 -6.88
354 2.00 280.00 51.00 0.54 -9.28
354 3.00 158.00 36.00 5.31 -9.21
354 4.00 302.00 58.00 7.31 -8.74
354 5.00 169.00 184.00 0.77 -10.33
354 6.00 174.00 140.00 -6.93 -6.69
354 7.00 186.00 nan 0.66 -9.50
355 0.00 139.00 277.00 2.32 -9.05
355 1.00 143.00 nan -1.46 11.50
356 0.00 131.00 35.00 1.46 -9.40
356 1.00 114.00 715.00 2.61 -9.65
356 2.00 172.00 117.00 10.30 4.36
356 3.00 131.00 71.00 9.97 -6.23
356 4.00 212.00 nan -8.63 -2.89
357 0.00 117.00 92.00 0.39 -0.85
357 1.00 136.00 417.00 -7.39 -4.06
357 2.00 115.00 148.00 2.04 -9.29
357 3.00 131.00 nan 9.33 -4.21
358 0.00 113.00 266.00 11.17 0.52
358 1.00 115.00 nan 1.91 -9.74
359 0.00 106.00 718.00 0.40 -0.80
359 1.00 108.00 176.00 3.28 -9.31
359 2.00 126.00 499.00 8.46 -5.56
359 3.00 150.00 154.00 6.27 8.40
359 4.00 111.00 106.00 10.56 2.92
359 5.00 112.00 nan -9.58 -1.48
360 0.00 115.00 370.00 0.23 -0.32
360 1.00 114.00 47.00 -4.45 -8.45
360 2.00 147.00 11.00 -7.93 -6.37
360 3.00 107.00 72.00 -7.98 -6.34
360 4.00 148.00 437.00 -8.72 -1.34
360 5.00 161.00 47.00 0.52 9.06
360 6.00 128.00 62.00 5.93 7.93
360 7.00 185.00 67.00 10.68 1.17
360 8.00 130.00 197.00 8.13 -7.50
360 9.00 225.00 66.00 7.85 4.00
360 10.00 177.00 nan 8.95 -6.46
361 nan nan nan nan nan
362 0.00 123.00 319.00 0.30 -0.08
362 1.00 251.00 66.00 1.59 -10.75
362 2.00 270.00 168.00 11.73 -0.36
362 3.00 592.00 9.00 2.58 9.86
362 4.00 105.00 nan 2.75 9.74
363 nan nan nan nan nan
364 nan nan nan nan nan
365 0.00 114.00 208.00 -8.05 -4.32
365 1.00 234.00 165.00 -7.94 -3.39
365 2.00 382.00 53.00 -2.41 -8.69
365 3.00 377.00 64.00 5.70 -8.31
365 4.00 183.00 278.00 10.97 -2.02
365 5.00 168.00 43.00 10.98 5.77
365 6.00 129.00 64.00 10.93 5.52
365 7.00 215.00 19.00 4.50 10.15
365 8.00 184.00 221.00 5.04 10.36
365 9.00 131.00 nan 10.84 5.66
366 0.00 160.00 129.00 -0.30 -0.15
366 1.00 127.00 324.00 -8.76 5.59
366 2.00 178.00 146.00 6.37 9.06
366 3.00 127.00 10.00 10.16 -3.14
366 4.00 485.00 73.00 10.40 -4.01
366 5.00 126.00 85.00 -3.72 -7.41
366 6.00 204.00 nan -3.45 -7.40
367 0.00 155.00 223.00 0.34 -0.17
367 1.00 108.00 143.00 -7.86 -3.25
367 2.00 116.00 290.00 -7.45 -3.61
367 3.00 128.00 55.00 -1.45 -8.61
367 4.00 126.00 1.00 6.68 -8.02
367 5.00 146.00 51.00 6.81 -7.94
367 6.00 152.00 88.00 12.23 -1.99
367 7.00 270.00 438.00 11.72 -1.36
367 8.00 201.00 8.00 4.39 11.20
367 9.00 198.00 144.00 4.64 10.69
367 10.00 141.00 297.00 -3.47 10.92
